centre,heading,left_centre,left_angle,right_centre,right_angle,tracked
"(710.33381226053632, 620.00431034482756)",-0.136705347274,"(748.10140237324697, 604.68824163969794)",0.50826739568,"(750.78930817610058, 624.55974842767296)",-0.772579372141,True
"(710.33381226053632, 620.00431034482756)",-0.136705347274,"(748.10140237324697, 604.68824163969794)",0.50826739568,"(750.78930817610058, 624.55974842767296)",-0.772579372141,True
"(710.31752873563221, 620.01724137931035)",-0.136969068751,"(747.9758149316508, 604.72450052576232)",0.494131474432,"(750.88509316770183, 624.52795031055905)",-0.739375811874,True
"(710.23492522913648, 620.04872165943073)",-0.13712377362,"(748.06176783812555, 604.75612353567624)",0.506911293647,"(751.00105820105819, 624.49629629629624)",-0.743511057989,True
"(710.23492522913648, 620.04872165943073)",-0.13712377362,"(748.06176783812555, 604.75612353567624)",0.506911293647,"(751.00105820105819, 624.49629629629624)",-0.743511057989,True
"(710.32510885341071, 620.03531688437351)",-0.136620068973,"(748.09779179810721, 604.86540483701356)",0.541485657178,"(751.06022845275174, 624.41225337487015)",-0.760717029126,True
"(710.66529492455413, 619.94238683127571)",-0.135327104485,"(748.09253417455307, 604.88433228180861)",0.521483238325,"(750.93902439024396, 624.42073170731703)",-0.739885957208,True
"(710.19293078055966, 620.10407461953844)",-0.138520025835,"(748.16612377850163, 604.76112920738319)",0.508626154378,"(751.06060606060601, 624.45559038662486)",-0.743924001698,True
"(710.53578154425611, 619.96563088512232)",-0.136010384691,"(748.21794871794873, 604.80448717948718)",0.523443148314,"(750.85975609756099, 624.45121951219517)",-0.752650884417,True
"(710.25205611998058, 619.99516207063368)",-0.135778737059,"(748.21290322580649, 604.76236559139784)",0.507338657387,"(750.95464135021098, 624.48101265822788)",-0.778668904423,True
"(710.25205611998058, 619.99516207063368)",-0.135778737059,"(748.21290322580649, 604.76236559139784)",0.507338657387,"(750.95464135021098, 624.48101265822788)",-0.778668904423,True
"(710.31785195936141, 619.97532656023225)",-0.136154707084,"(748.12187500000005, 604.71979166666665)",0.498922605469,"(750.90880503144649, 624.4905660377359)",-0.761574066091,True
"(710.49567723342943, 619.97838616714694)",-0.136633548601,"(748.13548387096773, 604.69139784946231)",0.51912242983,"(750.90189873417717, 624.53481012658233)",-0.744848189648,True
"(710.48872901678646, 619.99184652278177)",-0.136947986743,"(748.13548387096773, 604.69139784946231)",0.51912242983,"(750.90189873417717, 624.53481012658233)",-0.744848189648,True
"(710.73122710622704, 619.96703296703299)",-0.133784495598,"(748.09062500000005, 604.85000000000002)",0.55843320499,"(750.81987577639757, 624.66045548654245)",-0.664040268442,True
"(710.26628625772696, 620.05087969567285)",-0.13352799673,"(748.1305732484077, 604.90764331210187)",0.578924329491,"(750.81987577639757, 624.66045548654245)",-0.664040268442,True
"(710.26628625772696, 620.05087969567285)",-0.13506144064,"(748.09294871794873, 604.85256410256409)",0.536283101105,"(750.9044652128764, 624.58670820353052)",-0.68497240849,True
"(710.5215355805243, 619.9428838951311)",-0.134999562368,"(748.02036441586279, 604.81243301178995)",0.498491302893,"(750.96604938271605, 624.48662551440327)",-0.703288236007,True
"(710.5215355805243, 619.9428838951311)",-0.134834645327,"(748.06176783812555, 604.80085197018104)",0.478418355841,"(751.07660455486541, 624.49068322981361)",-0.737119355791,True
"(710.21616451458624, 619.9626972740316)",-0.134295332916,"(748.06176783812555, 604.80085197018104)",0.478418355841,"(751.07660455486541, 624.49068322981361)",-0.737119355791,True
"(710.5664335664336, 619.94405594405589)",-0.135540365324,"(748.13479623824446, 604.73876698014624)",0.493470083831,"(751.06339468302656, 624.50306748466255)",-0.719604147378,True
"(710.59326788218789, 619.95652173913038)",-0.136226514957,"(748.14440825190002, 604.71878393051031)",0.502265557436,"(751.08179959100198, 624.49693251533745)",-0.726334048905,True
"(710.57456755493217, 619.95745675549313)",-0.136721996859,"(748.17460317460313, 604.67195767195767)",0.495847530416,"(751.08179959100198, 624.49693251533745)",-0.726334048905,True
"(710.48480531813857, 620.00712250712252)",-0.136980278178,"(748.21412803532007, 604.78918322295794)",0.494144793652,"(751.01781970649893, 624.43710691823901)",-0.753664418291,True
"(710.34251207729471, 620.07681159420292)",-0.137588379065,"(748.16995614035079, 604.80372807017534)",0.472259302868,"(751.01160337552744, 624.48101265822788)",-0.737645544887,True
"(710.40864917395527, 620.06851311953358)",-0.137609891861,"(748.16995614035079, 604.80372807017534)",0.472259302868,"(751.01160337552744, 624.48101265822788)",-0.737645544887,True
"(710.42836468885673, 620.02942595272555)",-0.136596051698,"(748.11431623931617, 604.74786324786317)",0.505916372128,"(750.957805907173, 624.56012658227849)",-0.720638476363,True
"(710.53154425612047, 620.06779661016947)",-0.137480715094,"(748.11075949367091, 604.76687763713073)",0.499356800659,"(750.89622641509436, 624.58490566037733)",-0.717971878467,True
"(710.53154425612047, 620.06779661016947)",-0.137480715094,"(748.11075949367091, 604.76687763713073)",0.499356800659,"(750.89622641509436, 624.58490566037733)",-0.717971878467,True
"(710.60622966062294, 620.09995350999532)",-0.138530607718,"(748.05279503105589, 604.78053830227736)",0.490547911327,"(750.85000000000002, 624.58749999999998)",-0.70132259892,True
"(710.44238975817927, 619.97581792318636)",-0.135778454037,"(747.96855345911945, 604.71802935010476)",0.475666957404,"(750.75925925925924, 624.59876543209873)",-0.672318191525,True
"(710.44238975817927, 619.97581792318636)",-0.135778454037,"(747.96855345911945, 604.71802935010476)",0.475666957404,"(750.75925925925924, 624.59876543209873)",-0.672318191525,True
"(710.52387575336104, 620.01298099211863)",-0.137963890406,"(747.90993788819878, 604.75569358178052)",0.462052677597,"(750.72916666666663, 624.49702380952385)",-0.730919321481,True
"(710.50492264416312, 620.02437880918887)",-0.137822463187,"(748.00314465408803, 604.77148846960165)",0.486271967785,"(750.72916666666663, 624.49702380952385)",-0.730919321481,True
"(710.50492264416312, 620.02437880918887)",-0.138919635102,"(748.06289308176099, 604.76205450733744)",0.483916507032,"(750.80909090909086, 624.39999999999998)",-0.726485834355,True
"(710.46941678520625, 620.16216216216219)",-0.140418056976,"(748.08181818181822, 604.85757575757577)",0.548971124913,"(750.89393939393938, 624.43636363636358)",-0.748068046633,True
"(710.43091787439607, 620.18309178743959)",-0.139826295423,"(748.15123456790127, 604.92592592592598)",0.559794387486,"(750.89393939393938, 624.43636363636358)",-0.748068046633,True
"(710.43091787439607, 620.18309178743959)",-0.142595860409,"(748.06687898089172, 604.73673036093408)",0.493611021613,"(750.95121951219517, 624.40853658536582)",-0.737150303273,True
"(710.54381084840054, 620.20908669448306)",-0.141595960882,"(747.98212407991582, 604.7560462670873)",0.482134699525,"(750.93081761006295, 624.56813417190767)",-0.718742337824,True
"(710.36877394636008, 620.22413793103453)",-0.142980101246,"(748.02036441586279, 604.72883172561626)",0.471833458558,"(750.92901234567898, 624.45987654320993)",-0.732369153482,True
"(710.36877394636008, 620.22413793103453)",-0.142980101246,"(748.02036441586279, 604.72883172561626)",0.471833458558,"(750.92901234567898, 624.45987654320993)",-0.732369153482,True
"(710.2848039215686, 620.16372549019604)",-0.138779253491,"(748.04099244875943, 604.84789644012949)",0.467104909669,"(751.00519210799587, 624.51817237798537)",-0.696896373562,True
"(710.42270531400959, 620.11932367149757)",-0.140427204649,"(747.94303797468353, 604.75105485232064)",0.487039236397,"(750.88988988988979, 624.46346346346343)",-0.719602516164,True
"(710.42270531400959, 620.11932367149757)",-0.140575957773,"(747.93077742279013, 604.70181043663467)",0.482897130468,"(750.92987804878044, 624.4969512195122)",-0.71813190755,True
"(710.30787364450725, 620.09712399811406)",-0.138375332037,"(747.97007223942205, 604.78740970072238)",0.526469988551,"(750.98466257668713, 624.49693251533745)",-0.722343231912,True
"(710.18951418951417, 620.13323713323712)",-0.139420523372,"(747.95119418483898, 604.74558670820352)",0.507386053654,"(750.98466257668713, 624.49693251533745)",-0.722343231912,True
"(710.18951418951417, 620.13323713323712)",-0.137907084646,"(748.12621359223306, 604.84250269687152)",0.553372529854,"(750.98466257668713, 624.49693251533745)",-0.722343231912,True
"(710.22048364153625, 620.14651493598865)",-0.137539489255,"(748.12703583061887, 604.88382193268183)",0.53723026284,"(750.84545454545457, 624.5393939393939)",-0.741539506448,True
"(710.29041487839766, 620.16452074391987)",-0.138467396884,"(748.12004287245441, 604.86602357984987)",0.50087139969,"(750.84545454545457, 624.5393939393939)",-0.741539506448,True
"(709.91345202769526, 620.1844708209693)",-0.138117508449,"(748.12004287245441, 604.86602357984987)",0.50087139969,"(750.84062500000005, 624.50312499999995)",-0.744416712107,True
"(710.13655761024177, 620.13181602655277)",-0.136777755134,"(748.0632911392405, 604.87341772151899)",0.479977163438,"(750.9191616766467, 624.55688622754496)",-0.720481150571,True
"(710.09843081312408, 620.12363290537326)",-0.137728259698,"(748.10140237324697, 604.73354908306362)",0.481762841593,"(750.88253012048187, 624.59337349397595)",-0.717654547872,True
"(710.09843081312408, 620.12363290537326)",-0.137728259698,"(748.10140237324697, 604.73354908306362)",0.481762841593,"(750.88253012048187, 624.59337349397595)",-0.717654547872,True
"(709.88191330343795, 620.25261584454415)",-0.14008330999,"(748.10206297502702, 604.77415852334411)",0.468162913012,"(750.88622754491018, 624.55988023952091)",-0.705482079027,True
"(710.38203309692665, 620.19858156028374)",-0.139678189953,"(748.1258064516129, 604.74623655913967)",0.481687363871,"(750.8373493975904, 624.65662650602405)",-0.677833367255,True
"(710.37352245862883, 620.19574468085102)",-0.139577052318,"(748.1258064516129, 604.74623655913967)",0.481687363871,"(750.8373493975904, 624.65662650602405)",-0.677833367255,True
"(710.28888888888889, 620.2435185185185)",-0.138903576966,"(748.07708333333335, 604.89374999999995)",0.505619918018,"(750.99068322981361, 624.62008281573492)",-0.674494183875,True
"(710.15009469696963, 620.24810606060601)",-0.137950751005,"(748.04656084656085, 604.89735449735451)",0.498671555224,"(750.9078674948239, 624.67908902691511)",-0.658905590958,True
"(710.15009469696963, 620.24810606060601)",-0.137950751005,"(748.04656084656085, 604.89735449735451)",0.498671555224,"(750.9078674948239, 624.67908902691511)",-0.658905590958,True
"(709.99487895716948, 620.28677839851025)",-0.137959571032,"(748.07474747474748, 604.9606060606061)",0.491761270326,"(750.985552115583, 624.63467492260065)",-0.667563962571,True
"(710.05563689604685, 620.18399219131277)",-0.137629118992,"(748.15772870662465, 604.88748685594101)",0.493040471745,"(750.89814814814815, 624.5462962962963)",-0.705346354422,True
"(710.05563689604685, 620.18399219131277)",-0.137629118992,"(748.15772870662465, 604.88748685594101)",0.493040471745,"(750.89814814814815, 624.5462962962963)",-0.705346354422,True
"(710.46857142857141, 620.10809523809519)",-0.138851141097,"(748.05810397553512, 604.86034658511721)",0.468620436122,"(750.84390735146019, 624.46022155085598)",-0.708082463359,True
"(710.47714285714289, 620.10809523809519)",-0.138162148143,"(748.0707692307692, 604.82564102564095)",0.465509177915,"(750.85276073619627, 624.54907975460128)",-0.689539595969,True
"(710.52148997134668, 620.11270296084047)",-0.138808916325,"(747.92580982236143, 604.81609195402291)",0.513584944714,"(750.85276073619627, 624.54907975460128)",-0.689539595969,True
"(710.23460410557186, 620.13538611925708)",-0.139121207879,"(747.9110396570203, 604.79957127545549)",0.465372843486,"(750.86893704850354, 624.50567595459233)",-0.716307782205,True
"(710.3846885401806, 620.12743699476937)",-0.137589886206,"(747.93292053663561, 604.89267285861706)",0.539282998629,"(750.97560975609758, 624.54268292682923)",-0.689972799151,True
"(710.0593262946204, 620.17647058823525)",-0.137134260329,"(747.98518518518517, 604.86137566137563)",0.492955072776,"(751.00530785562626, 624.60721868365181)",-0.696223087729,True
"(710.44618302513038, 620.13892840208621)",-0.136238614074,"(748.11144578313258, 605.06626506024099)",0.533595744498,"(750.98784194528878, 624.49037487335352)",-0.711148367731,True
"(710.51740581783497, 620.15689079637571)",-0.138023034206,"(747.99490316004074, 604.97451580020379)",0.48836129736,"(751.09523809523807, 624.49689440993791)",-0.724748912471,True
"(710.42132950741268, 620.14442850310854)",-0.137375815211,"(747.99490316004074, 604.97451580020379)",0.48836129736,"(751.09523809523807, 624.49689440993791)",-0.724748912471,True
"(710.15942028985512, 620.2652173913043)",-0.139923384126,"(748.03259726603574, 604.85804416403789)",0.460243131851,"(750.93311758360301, 624.59546925566337)",-0.727451321947,True
"(710.03109815354708, 620.30029154518945)",-0.140142926779,"(748.0655913978494, 604.85268817204292)",0.489161906226,"(750.91505376344082, 624.61505376344087)",-0.729886729585,True
"(710.03109815354708, 620.30029154518945)",-0.140142926779,"(748.0655913978494, 604.85268817204292)",0.489161906226,"(750.91505376344082, 624.61505376344087)",-0.729886729585,True
"(710.16666666666663, 620.30515759312323)",-0.141089858283,"(748.01167728237783, 604.81953290870479)",0.471913040054,"(750.85942492012782, 624.6357827476038)",-0.72724065324,True
"(710.34737827715355, 620.25983146067415)",-0.140860259801,"(747.91719077568132, 604.80922431865827)",0.442499216629,"(750.77050882658352, 624.65109034267914)",-0.678384522593,True
"(710.34737827715355, 620.25983146067415)",-0.140860259801,"(747.91719077568132, 604.80922431865827)",0.442499216629,"(750.77050882658352, 624.65109034267914)",-0.678384522593,True
"(710.30374753451679, 620.3229783037475)",-0.141316942773,"(747.95464135021098, 604.86708860759495)",0.512005394545,"(750.9083333333333, 624.64583333333326)",-0.648507536562,True
"(710.28233657858141, 620.20398701900785)",-0.139755756527,"(747.8569958847736, 604.83333333333337)",0.51845638797,"(750.91894630192496, 624.57244174265441)",-0.657247950487,True
"(710.30822873082286, 620.21710832171073)",-0.140176367167,"(747.8569958847736, 604.83333333333337)",0.51845638797,"(750.91894630192496, 624.57244174265441)",-0.657247950487,True
"(710.36978417266187, 620.23693045563539)",-0.140719722279,"(747.85337552742612, 604.89873417721515)",0.47665625391,"(750.92102564102561, 624.52102564102563)",-0.661533319625,True
"(710.28808864265932, 620.26269621421966)",-0.14325662153,"(747.89094650205755, 604.78086419753083)",0.482367586512,"(750.8779487179487, 624.46564102564093)",-0.704354835635,True
"(710.28808864265932, 620.26269621421966)",-0.14325662153,"(747.89094650205755, 604.78086419753083)",0.482367586512,"(750.8779487179487, 624.46564102564093)",-0.704354835635,True
"(710.17266187050359, 620.24412470023981)",-0.140611381736,"(747.96413502109704, 604.82067510548518)",0.452256862636,"(750.95405982905982, 624.54594017094007)",-0.726025575613,True
"(710.06536856745481, 620.32452480296706)",-0.14320316758,"(747.91770833333328, 604.76979166666661)",0.454804704372,"(750.93939393939388, 624.52769070010447)",-0.698053831426,True
"(710.23338048090523, 620.2626119754832)",-0.142261097968,"(747.91770833333328, 604.76979166666661)",0.454804704372,"(750.93939393939388, 624.52769070010447)",-0.698053831426,True
"(709.93562231759654, 620.2818311874106)",-0.141665746521,"(747.94148380355273, 604.82131661442008)",0.443056555787,"(751.03873598369012, 624.45973496432202)",-0.706168624433,True
"(709.86147186147184, 620.42664742664738)",-0.145427789881,"(747.90134994807886, 604.79127725856699)",0.452361626954,"(751.03873598369012, 624.45973496432202)",-0.706168624433,True
"(709.86147186147184, 620.42664742664738)",-0.145058505833,"(747.83747412008279, 604.79917184265003)",0.433175971606,"(751.0020512820513, 624.49641025641017)",-0.702386588619,True
"(710.20643939393938, 620.39251893939388)",-0.145928845011,"(747.80081300813004, 604.80792682926824)",0.440761416382,"(750.9938650306749, 624.45705521472394)",-0.699105698281,True
"(710.21868978805389, 620.34104046242771)",-0.144213216523,"(747.84465020576124, 604.83950617283949)",0.44924362637,"(750.9938650306749, 624.45705521472394)",-0.699105698281,True
"(710.21868978805389, 620.34104046242771)",-0.144636753468,"(747.90134994807886, 604.80789200415359)",0.475517576211,"(751.06060606060601, 624.43678160919535)",-0.751168162125,True
"(709.9574678536103, 620.35361028684463)",-0.143510358629,"(747.92887473460723, 604.79405520169848)",0.503478293587,"(751.03397027600852, 624.49044585987258)",-0.779770944301,True
"(710.00191021967521, 620.25071633237826)",-0.141661837622,"(747.92932489451471, 604.75421940928265)",0.517064641381,"(751.02351738241305, 624.48773006134968)",-0.745093588248,True
"(710.00191021967521, 620.25071633237826)",-0.141661837622,"(747.92932489451471, 604.75421940928265)",0.517064641381,"(751.02351738241305, 624.48773006134968)",-0.745093588248,True
"(710.0210970464135, 620.24003750586019)",-0.141022808872,"(747.97027600849253, 604.78450106157106)",0.510412291476,"(750.93333333333328, 624.5)",-0.710972115843,True
"(709.73392680514337, 620.26904055390696)",-0.139728457475,"(748.06840390879483, 604.86536373507056)",0.495717272609,"(751.03983228511527, 624.47169811320759)",-0.746039208011,True
"(710.11533052039385, 620.23253633380216)",-0.141560952495,"(747.9882100750267, 604.81243301178995)",0.504020521981,"(751.00206398348814, 624.42827657378734)",-0.736701968692,True
"(710.08879781420762, 620.39617486338796)",-0.145685858107,"(747.89622641509436, 604.85953878406701)",0.472905003579,"(750.92215568862275, 624.39421157684626)",-0.746902815508,True
"(710.22910798122064, 620.36431924882629)",-0.145404298555,"(747.89622641509436, 604.85953878406701)",0.472905003579,"(750.92215568862275, 624.39421157684626)",-0.746902815508,True
"(710.22910798122064, 620.36431924882629)",-0.14392718284,"(747.87654320987656, 604.91049382716051)",0.516111448034,"(750.89329268292681, 624.46849593495926)",-0.735848446175,True
"(709.81679012345671, 620.435061728395)",-0.143558517371,"(747.8569958847736, 604.91358024691363)",0.520320624144,"(750.99158780231335, 624.50578338590947)",-0.789299448886,True
"(710.3210576015108, 620.35316336166193)",-0.143107012325,"(747.92269076305217, 604.98493975903614)",0.474245548803,"(751.07223942208452, 624.43137254901956)",-0.770016775714,True
"(710.37168560606051, 620.35132575757575)",-0.143243658167,"(747.92269076305217, 604.98493975903614)",0.474245548803,"(751.07223942208452, 624.43137254901956)",-0.770016775714,True
"(710.0549777117385, 620.30757800891536)",-0.143045152732,"(747.88139059304694, 604.90490797546011)",0.476664447758,"(751.00736067297578, 624.36382754994736)",-0.765526497412,True
"(710.16666666666663, 620.23390970220942)",-0.140860073151,"(747.87639311043563, 604.92603850050659)",0.470873209554,"(751.0939112487099, 624.39112487100101)",-0.743466382691,True
"(710.16666666666663, 620.23390970220942)",-0.140860073151,"(747.87639311043563, 604.92603850050659)",0.470873209554,"(751.0939112487099, 624.39112487100101)",-0.743466382691,True
"(710.22931442080369, 620.2496453900709)",-0.14096077728,"(747.81256332320152, 604.89260385005059)",0.431324419526,"(750.94094094094089, 624.49649649649643)",-0.719332397485,True
"(710.39232613908871, 620.19904076738601)",-0.140278651724,"(747.83687943262407, 604.89868287740626)",0.448214919555,"(751.0, 624.47794871794861)",-0.725369547371,True
"(710.1395802830649, 620.30697901415317)",-0.142379360641,"(747.79254783484384, 604.88116817724062)",0.445016133851,"(751.0, 624.47794871794861)",-0.725369547371,True
"(709.88403614457832, 620.41415662650604)",-0.142461124693,"(747.82472137791285, 604.87943262411341)",0.482830823022,"(751.07395833333328, 624.59895833333326)",-0.703043895384,True
"(710.15305164319238, 620.34272300469479)",-0.142957282894,"(747.76727642276421, 604.90243902439022)",0.494075611046,"(750.99384615384611, 624.49025641025639)",-0.730510320317,True
"(710.15305164319238, 620.34272300469479)",-0.142957282894,"(747.76727642276421, 604.90243902439022)",0.494075611046,"(750.99384615384611, 624.49025641025639)",-0.730510320317,True
"(709.86705482775346, 620.3736050460941)",-0.143932505838,"(747.87316561844864, 604.87106918238999)",0.466998541517,"(751.02380952380952, 624.40269151138716)",-0.762964833839,True
"(709.98814604077756, 620.41441441441441)",-0.14412681452,"(747.93834900731451, 604.95506792058518)",0.471421393614,"(751.0181818181818, 624.41111111111104)",-0.694670714438,True
"(709.98814604077756, 620.41441441441441)",-0.14412681452,"(747.93834900731451, 604.95506792058518)",0.471421393614,"(751.0181818181818, 624.41111111111104)",-0.694670714438,True
"(710.00436681222709, 620.40126152353218)",-0.142509835396,"(747.94479830148612, 604.98726114649685)",0.508347097585,"(750.94720496894411, 624.49689440993791)",-0.713197478983,True
"(710.06950354609933, 620.34846335697398)",-0.142625988176,"(747.95405982905982, 604.87286324786317)",0.449919338518,"(750.95679012345681, 624.51234567901236)",-0.726885533878,True
"(710.06950354609933, 620.34846335697398)",-0.142625988176,"(747.95405982905982, 604.87286324786317)",0.449919338518,"(750.95679012345681, 624.51234567901236)",-0.726885533878,True
"(710.22807017543857, 620.34395198522623)",-0.142295930403,"(747.86564102564091, 604.9466666666666)",0.441858427092,"(750.94720496894411, 624.51552795031057)",-0.727367171469,True
"(710.16713615023468, 620.31549295774653)",-0.140923459335,"(747.92456676860343, 604.95310907237513)",0.520924722356,"(750.98780487804879, 624.53048780487802)",-0.749500041675,True
"(709.81519607843131, 620.50098039215686)",-0.143405205793,"(748.030303030303, 604.9480519480519)",0.512550581301,"(750.88747346072182, 624.60509554140128)",-0.744473298909,True
"(710.15509601181679, 620.39832594780887)",-0.14229658724,"(747.98537095088818, 605.01358411703234)",0.556094812619,"(751.08515057113186, 624.49948078920033)",-0.758700427221,True
"(710.31673779042194, 620.31958274063527)",-0.141281434101,"(747.84451219512198, 604.95121951219517)",0.54633309726,"(751.0030303030303, 624.56363636363642)",-0.735356860874,True
"(710.31673779042194, 620.31958274063527)",-0.141281434101,"(747.84451219512198, 604.95121951219517)",0.54633309726,"(751.0030303030303, 624.56363636363642)",-0.735356860874,True
"(710.0795061728395, 620.37086419753086)",-0.140831823865,"(747.8778467908902, 605.06211180124228)",0.500924850952,"(751.0321910695742, 624.51505711318794)",-0.793129636493,True
"(710.15697399527187, 620.38628841607567)",-0.142468303744,"(747.94478527607362, 604.95705521472394)",0.544648702648,"(751.02634245187437, 624.53292806484285)",-0.728316721608,True
"(710.15697399527187, 620.38628841607567)",-0.142468303744,"(747.94478527607362, 604.95705521472394)",0.544648702648,"(751.02634245187437, 624.53292806484285)",-0.728316721608,True
"(709.99026763990264, 620.43260340632605)",-0.143594177346,"(748.01257861635224, 604.96226415094338)",0.524376615411,"(751.00520833333326, 624.47500000000002)",-0.784715233695,True
"(710.01600753295668, 620.48022598870057)",-0.144357281187,"(747.97239263803681, 604.94171779141107)",0.523550459604,"(750.97023809523807, 624.54761904761904)",-0.751268764303,True
"(710.0785984848485, 620.46875)",-0.146126035652,"(747.97222222222217, 604.90123456790127)",0.509517083808,"(750.94478527607362, 624.44478527607362)",-0.787021356211,True
"(710.19402298850571, 620.43816091954022)",-0.145171222256,"(748.07474747474748, 604.9727272727273)",0.510436956306,"(750.93902439024396, 624.40853658536582)",-0.736832580723,True
"(710.16643486323596, 620.44459898006482)",-0.144512604007,"(748.01533742331287, 605.02147239263809)",0.532077051214,"(751.01829268292681, 624.41463414634143)",-0.745452272693,True
"(710.16643486323596, 620.44459898006482)",-0.144512604007,"(748.01533742331287, 605.02147239263809)",0.532077051214,"(751.01829268292681, 624.41463414634143)",-0.745452272693,True
"(710.13294517224642, 620.46336729742836)",-0.146380864957,"(747.83653846153845, 604.892094017094)",0.470932066962,"(751.10303030303032, 624.43535353535356)",-0.73536378776,True
"(710.13625304136247, 620.45450121654494)",-0.145966261825,"(747.81457663451226, 604.8767416934619)",0.467293367743,"(751.01253918495297, 624.48380355276902)",-0.754415022295,True
"(709.97238658777121, 620.47879684418137)",-0.145971357417,"(747.81457663451226, 604.8767416934619)",0.467293367743,"(751.01253918495297, 624.48380355276902)",-0.754415022295,True
"(710.23158914728674, 620.47093023255809)",-0.146238274015,"(747.85897435897436, 604.93376068376062)",0.438967072257,"(750.95297805642633, 624.46812957157783)",-0.783077920487,True
"(710.3653667595172, 620.44846796657384)",-0.144694342482,"(747.92236024844715, 604.96583850931677)",0.496242411833,"(750.85644051130771, 624.55850540806284)",-0.712960352158,True
"(710.3653667595172, 620.44846796657384)",-0.144694342482,"(747.92236024844715, 604.96583850931677)",0.496242411833,"(750.85644051130771, 624.55850540806284)",-0.712960352158,True
"(710.280847145488, 620.47882136279918)",-0.144699303189,"(747.95398773006139, 604.97852760736191)",0.505472127904,"(750.80039331366754, 624.58505408062922)",-0.683356868987,True
"(709.90896159317208, 620.56282598387861)",-0.144789844027,"(747.98466257668713, 604.97239263803681)",0.501307534153,"(750.92771084337346, 624.6204819277109)",-0.720646270294,True
"(709.90896159317208, 620.56282598387861)",-0.144789844027,"(747.98466257668713, 604.97239263803681)",0.501307534153,"(750.92771084337346, 624.6204819277109)",-0.720646270294,True
"(709.77374031007753, 620.55474806201539)",-0.14690896517,"(748.03481012658233, 604.93143459915609)",0.493902155803,"(751.0073145245558, 624.41483803552762)",-0.769111242913,True
"(709.77374031007753, 620.55474806201539)",-0.145933643251,"(747.9545454545455, 604.93939393939388)",0.467852398225,"(750.95314164004253, 624.5058572949946)",-0.762614852024,True
"(709.84990253411308, 620.56822612085762)",-0.14654339027,"(747.9545454545455, 604.93939393939388)",0.467852398225,"(750.95314164004253, 624.5058572949946)",-0.762614852024,True
"(709.6269841269841, 620.66369047619048)",-0.147080790924,"(747.83970276008495, 605.0414012738853)",0.464083071442,"(750.98951781970652, 624.49685534591197)",-0.769993779847,True
"(709.92822736030826, 620.41040462427748)",-0.14259914205,"(747.86646279306819, 604.99898063200817)",0.499581898011,"(750.9959349593496, 624.47865853658539)",-0.786514912369,True
"(709.97281831187411, 620.59275154983311)",-0.148836143024,"(747.79089026915108, 604.91925465838506)",0.481966323615,"(750.83229813664593, 624.46894409937886)",-0.759070237283,True
"(710.09449929478137, 620.55430183356839)",-0.147892306588,"(747.79038854805719, 604.93558282208585)",0.498769185056,"(750.75151515151515, 624.5)",-0.719193939385,True
"(710.19102749638205, 620.48142788229609)",-0.14642772985,"(747.79038854805719, 604.93558282208585)",0.498769185056,"(750.75151515151515, 624.5)",-0.719193939385,True
"(710.0989433237271, 620.52257444764643)",-0.145636105493,"(747.6735700197238, 605.10355029585799)",0.482634597205,"(750.51084812623276, 624.50295857988169)",-0.710261304925,True
"(710.09838472834065, 620.53695545766027)",-0.140473273403,"(747.56342182890853, 605.3588987217305)",0.562663912547,"(750.32941176470592, 624.72843137254904)",-0.770637201661,True
"(709.89689689689692, 620.6181181181181)",-0.142026015677,"(747.53495440729478, 605.26139817629178)",0.517008139161,"(750.33529411764709, 624.81078431372543)",-0.779985812436,True
"(710.02462121212113, 620.75757575757575)",-0.136630910628,"(747.58840579710147, 605.73816425120765)",0.609771560952,"(750.18092428711896, 625.09144542772856)",-0.759905916574,True
"(709.98799231508156, 620.90970220941404)",-0.133061404564,"(747.54291417165666, 606.07784431137725)",0.601328723448,"(750.19941348973612, 625.33235581622671)",-0.78895060555,True
"(710.17000955109836, 620.9412607449857)",-0.133296483208,"(747.55589123867071, 606.13796576032223)",0.577520252487,"(750.11690821256036, 625.37487922705304)",-0.768725830651,True
"(710.35161744022503, 621.06516643225507)",-0.130374604594,"(747.68762475049903, 606.39920159680628)",0.605830941379,"(750.29475766567748, 625.59841740850641)",-0.773460074941,True
"(710.8611500701262, 621.17905563347358)",-0.122538119264,"(747.94198623402156, 606.82300884955748)",0.596376409534,"(750.35652173913047, 626.10434782608695)",-0.725134837299,True
"(710.92669432918399, 621.23098201936375)",-0.121656745702,"(748.1821946169772, 606.8975155279503)",0.530335976111,"(750.40253411306037, 626.18323586744634)",-0.712492531209,True
"(711.1090476190476, 621.20000000000005)",-0.117158221239,"(748.58308157099702, 607.03826787512583)",0.54989052636,"(750.92485549132948, 626.2649325626204)",-0.699956273907,True
"(711.60094562647748, 621.024586288416)",-0.108503267033,"(749.22455089820357, 607.25349301397205)",0.657890240993,"(751.13658070678116, 626.39063992359115)",-0.690692884482,True
"(712.20585457979223, 620.81208687440983)",-0.102199584329,"(749.64230019493175, 607.36549707602342)",0.645448093382,"(751.57333333333327, 626.38190476190471)",-0.619948094892,True
"(712.52994011976045, 620.67764471057876)",-0.0977205843498,"(750.07164179104473, 607.3800995024875)",0.696508249692,"(752.09019607843129, 626.41666666666663)",-0.705023835209,True
