centre,heading,left_centre,left_angle,right_centre,right_angle,tracked
"(674.57216014897574, 621.73789571694601)",-0.191946598538,"(711.76117886178861, 604.39735772357722)",0.478548624662,"(715.46603970741899, 623.90386624869382)",-0.710116117568,True
"(674.62867996201328, 621.67094017094018)",-0.190244061369,"(711.86171310629504, 604.44582043343655)",0.476731906808,"(715.48182762201452, 623.85877466251293)",-0.727182678402,True
"(674.55633473585783, 621.7050023375408)",-0.191490202989,"(711.78252032520322, 604.35162601626007)",0.515107417055,"(715.42901234567898, 623.917695473251)",-0.734818556558,True
"(674.55227379278006, 621.68870135958741)",-0.188704638251,"(711.78252032520322, 604.35162601626007)",0.515107417055,"(715.34337349397595, 624.12550200803207)",-0.759049373295,True
"(674.59153590109361, 621.62244412743701)",-0.181475972445,"(711.75502008032129, 604.76807228915663)",0.492246548255,"(715.25925925925924, 624.1951951951952)",-0.769464612553,True
"(674.54549740688344, 621.62281942479956)",-0.179628884475,"(711.72654690618765, 604.79640718562871)",0.483068563389,"(715.26047904191614, 624.30439121756478)",-0.76978695878,True
"(674.7049703602371, 621.63429092567253)",-0.171977921847,"(711.74151696606782, 605.20159680638722)",0.524349119132,"(715.04069767441865, 624.62790697674416)",-0.719833263828,True
"(674.47834274952913, 621.61252354048963)",-0.15667878977,"(711.82275931520644, 605.7411883182275)",0.50871508943,"(714.77456647398844, 625.21868978805389)",-0.706639639676,True
"(674.47834274952913, 621.61252354048963)",-0.138020937388,"(711.81854043392502, 606.59763313609471)",0.556281422421,"(714.49411764705883, 625.88235294117646)",-0.776177729599,True
"(674.32477413219203, 621.78554446029477)",-0.121123343654,"(711.84697855750483, 607.42982456140351)",0.637028663513,"(714.398773006135, 626.69631901840489)",-0.741940409737,True
"(674.6480965645311, 621.9220055710307)",-0.110527126544,"(712.01814708691495, 608.00286532951293)",0.672819075404,"(714.00867052023125, 627.32562620423892)",-0.746942071823,True
"(674.84979137691232, 622.03801576263322)",-0.103169685217,"(712.11304347826092, 608.48309178743955)",0.723091882649,"(714.17809523809524, 627.66285714285709)",-0.692577252866,True
"(674.81497377205528, 622.16213638531235)",-0.0941185054156,"(712.49582172701946, 608.90900649953574)",0.71488130928,"(714.18343195266277, 628.14201183431953)",-0.781499987864,True
"(674.94839609483961, 622.54625755462575)",-0.0962439605834,"(712.72744539411201, 609.28395061728395)",0.651094896357,"(714.53963705826163, 628.33906399235912)",-0.717442699826,True
"(675.12165450121654, 622.81995133819942)",-0.096125510977,"(712.92843137254897, 609.54705882352937)",0.668814358588,"(714.75633528265109, 628.62573099415204)",-0.724321899253,True
"(675.39128352490422, 623.07279693486589)",-0.093374228116,"(713.16955684007701, 609.87957610789977)",0.729992811826,"(714.94857142857143, 629.02380952380952)",-0.770735404471,True
"(675.36261591020002, 623.23279648609082)",-0.088793181597,"(713.48672566371681, 610.29498525073745)",0.594256369317,"(714.98765432098764, 629.24881291547956)",-0.757536484734,True
"(675.41434846266475, 623.32942898975114)",-0.0904661818977,"(713.48672566371681, 610.29498525073745)",0.594256369317,"(714.98011363636363, 629.32102272727275)",-0.782619458957,True
"(675.62482168330951, 623.41464574417489)",-0.0811159157057,"(713.84245917387125, 610.74927953890494)",0.671526674213,"(715.01630434782612, 629.77083333333326)",-0.799627948966,True
"(675.85062439961575, 623.50816522574439)",-0.069886546589,"(714.10028653295126, 611.31900668576884)",0.714956435041,"(715.14559386973178, 630.2691570881226)",-0.746538120778,True
"(675.85062439961575, 623.50816522574439)",-0.0683795201757,"(714.1348973607038, 611.44672531769299)",0.699679446725,"(715.16714422158543, 630.2550143266476)",-0.741833048999,True
"(676.05680751173702, 623.65352112676055)",-0.0603222002303,"(714.24394785847289, 611.7467411545623)",0.718751139821,"(715.22736030828514, 630.88824662813101)",-0.728494020568,True
"(676.1139723414401, 623.70290891750119)",-0.0492235997708,"(714.46647230320696, 612.36345966958208)",0.652480195167,"(715.13904761904757, 631.23047619047611)",-0.762533628703,True
"(676.1139723414401, 623.70290891750119)",-0.0485502265137,"(714.46647230320696, 612.36345966958208)",0.652480195167,"(715.15854823304676, 631.28175740210122)",-0.745759064521,True
"(676.65266106442573, 623.80532212885157)",-0.0384636384689,"(714.93333333333328, 612.76568627450979)",0.731831820224,"(715.08812260536399, 631.89272030651341)",-0.773054970743,True
"(676.6788452864231, 624.12810103743789)",-0.0361888426886,"(715.02849002849007, 613.23266856600185)",0.76072302378,"(715.23540489642176, 632.23917137476462)",-0.702459380109,True
"(676.6788452864231, 624.12810103743789)",-0.0361888426886,"(715.02849002849007, 613.23266856600185)",0.76072302378,"(715.23540489642176, 632.23917137476462)",-0.702459380109,True
"(676.54893617021276, 624.38297872340422)",-0.033063177204,"(715.1042884990253, 613.54093567251459)",0.733087344029,"(715.22354104846681, 632.67062314540055)",-0.603091245702,True
"(676.86421435059037, 624.49682107175295)",-0.0261625368577,"(715.23919308357347, 613.93852065321801)",0.74549290774,"(715.39031339031339, 633.04273504273499)",-0.686247637697,True
"(676.86421435059037, 624.49682107175295)",-0.0261625368577,"(715.23919308357347, 613.93852065321801)",0.74549290774,"(715.39031339031339, 633.04273504273499)",-0.686247637697,True
"(676.99865771812085, 624.67069351230418)",-0.021004018183,"(715.3583093179634, 614.32564841498561)",0.714996116599,"(715.48179271708682, 633.40149393090564)",-0.70231228604,True
"(677.08671328671323, 624.67738927738924)",-0.0138428622154,"(715.75510204081638, 614.51797862001945)",0.677517747426,"(715.53927203065132, 633.7691570881226)",-0.697901627543,True
"(677.18431911966991, 624.74873911049974)",-0.0155600486249,"(715.75510204081638, 614.51797862001945)",0.677517747426,"(715.57333333333327, 633.78190476190468)",-0.686799801856,True
"(676.97601918465227, 625.01103117505988)",-0.0150368624517,"(716.07341269841265, 614.74503968253964)",0.726299267772,"(715.79516908212554, 634.10531400966181)",-0.684427369338,True
"(677.28779342722999, 624.99906103286378)",-0.0108941386386,"(716.24451097804388, 614.77944111776446)",0.681651212095,"(715.99137931034488, 634.37260536398469)",-0.682490803524,True
"(677.28779342722999, 624.99906103286378)",-0.011268349708,"(716.24451097804388, 614.77944111776446)",0.681651212095,"(716.05681818181813, 634.342803030303)",-0.680292398532,True
"(677.54607977991748, 625.07106831728561)",-0.00947660278764,"(716.57361963190181, 614.95705521472394)",0.640403909966,"(716.4717514124294, 634.44632768361578)",-0.649376486636,True
"(678.11914506593905, 624.95407003183266)",-0.00758741622443,"(717.05882352941171, 614.85686274509794)",0.653613375955,"(716.77872744539411, 634.46248812915474)",-0.645119701152,True
"(677.7215854823304, 624.91356255969436)",-0.00700347661689,"(717.10808080808079, 614.80101010101009)",0.710518780585,"(716.83574879227046, 634.47632850241541)",-0.628601231432,True
"(678.16153127917835, 624.89309056956108)",-0.00720511703791,"(717.55784313725485, 614.79509803921565)",0.666989187052,"(717.47270955165686, 634.4239766081871)",-0.664415509286,True
"(678.58464473056745, 624.82451120648545)",-0.00719883701687,"(717.83893985728844, 614.57390417940871)",0.62516128101,"(717.65786901270769, 634.51124144672531)",-0.67300127301,True
"(678.58464473056745, 624.82451120648545)",-0.00719883701687,"(717.83893985728844, 614.57390417940871)",0.62516128101,"(717.65786901270769, 634.51124144672531)",-0.67300127301,True
"(679.43789097408398, 624.86237712243076)",-0.0117694587247,"(718.18541033434656, 614.43566362715296)",0.67833520942,"(717.99808978032468, 634.37917860553955)",-0.700363823821,True
"(679.60197663971246, 624.84725965858036)",-0.0123421570073,"(718.3689024390244, 614.33841463414637)",0.700455293026,"(718.20348837209303, 634.40116279069764)",-0.665453678344,True
"(679.60197663971246, 624.84725965858036)",-0.0123421570073,"(718.3689024390244, 614.33841463414637)",0.700455293026,"(718.20348837209303, 634.40116279069764)",-0.665453678344,True
"(679.97836095764274, 624.80893186003675)",-0.0140979515732,"(718.59156378600824, 614.21707818930031)",0.690829584361,"(718.65314009661824, 634.31111111111102)",-0.655900115031,True
"(679.93847566574834, 624.87281910009176)",-0.0155655890536,"(718.78778467908899, 614.20289855072463)",0.688786409632,"(718.7803247373447, 634.33333333333326)",-0.663353040132,True
"(679.93847566574834, 624.87281910009176)",-0.0155655890536,"(718.78778467908899, 614.20289855072463)",0.688786409632,"(718.7803247373447, 634.33333333333326)",-0.663353040132,True
"(680.22721088435378, 624.95782312925166)",-0.0196981571958,"(719.01547987616095, 614.16305469556244)",0.668627133387,"(719.00578034682076, 634.22447013487476)",-0.695089266476,True
"(680.05011494252869, 624.95218390804598)",-0.0157325399288,"(719.1985370950888, 614.23406478578886)",0.676527218851,"(719.06391347099304, 634.44051130776791)",-0.636062261035,True
"(680.05011494252869, 624.95218390804598)",-0.0157325399288,"(719.1985370950888, 614.23406478578886)",0.676527218851,"(719.06391347099304, 634.44051130776791)",-0.636062261035,True
"(680.31739707835322, 625.05356352368301)",-0.0150670535397,"(719.2881177707676, 614.2881177707676)",0.714326593883,"(719.29661835748789, 634.64444444444439)",-0.563454575333,True
"(680.08299503834007, 625.09652683806939)",-0.0130312151251,"(719.44025157232704, 614.4182389937107)",0.728902178849,"(719.44047619047615, 634.74900793650795)",-0.572805969495,True
"(680.08299503834007, 625.09652683806939)",-0.0130312151251,"(719.44025157232704, 614.4182389937107)",0.728902178849,"(719.44047619047615, 634.74900793650795)",-0.572805969495,True
"(680.2151841868822, 625.10377358490564)",-0.0116937874291,"(719.73678861788619, 614.58536585365857)",0.695061012484,"(719.68650793650795, 634.69841269841265)",-0.588324781901,True
"(680.35733695652175, 625.13043478260875)",-0.00934817462322,"(719.81025641025633, 614.66974358974358)",0.728449523975,"(719.7098393574297, 634.85441767068266)",-0.5982704958,True
"(680.35733695652175, 625.13043478260875)",-0.00934817462322,"(719.81025641025633, 614.66974358974358)",0.728449523975,"(719.7098393574297, 634.85441767068266)",-0.5982704958,True
"(680.63462394303508, 625.19359145527369)",-0.00948238498987,"(719.99693251533745, 614.69734151329237)",0.726969950861,"(719.75898931000961, 634.94557823129242)",-0.630895262688,True
"(680.78324225865208, 625.18806921675764)",-0.00806493535807,"(720.04835390946494, 614.84362139917687)",0.720543468426,"(719.7869012707722, 634.90127077223849)",-0.599603389619,True
"(680.78324225865208, 625.18806921675764)",-0.00806493535807,"(720.04835390946494, 614.84362139917687)",0.720543468426,"(719.7869012707722, 634.90127077223849)",-0.599603389619,True
"(681.00610328638493, 625.21361502347418)",-0.0075570915103,"(720.15598290598291, 614.94230769230774)",0.6643484754,"(719.86314760508299, 634.8954056695992)",-0.592071531808,True
"(681.12982929020666, 625.27313566936198)",-0.00879223569374,"(720.17489711934149, 614.95781893004107)",0.694804882732,"(719.78067632850241, 634.90531400966177)",-0.556737630954,True
"(681.12982929020666, 625.27313566936198)",-0.00879223569374,"(720.17489711934149, 614.95781893004107)",0.694804882732,"(719.78067632850241, 634.90531400966177)",-0.556737630954,True
"(681.11984021304932, 625.283177984909)",-0.00687850937793,"(720.23517382413081, 614.93047034764822)",0.718949387599,"(719.78482228626319, 635.10086455331407)",-0.575734224038,True
"(680.70062171209941, 625.28885700621709)",-0.00830338326973,"(720.21770833333335, 614.953125)",0.654967086932,"(719.93450635386114, 634.97067448680355)",-0.59592523018,True
"(680.70062171209941, 625.28885700621709)",-0.00830338326973,"(720.21770833333335, 614.953125)",0.654967086932,"(719.93450635386114, 634.97067448680355)",-0.59592523018,True
"(680.4655172413793, 625.35775862068965)",-0.00955471243144,"(720.17641025641024, 614.9507692307692)",0.676097502576,"(720.1946818613485, 635.00569800569804)",-0.635823062543,True
"(680.79090482887943, 625.37880918893575)",-0.0107569778165,"(720.23232323232321, 614.91919191919192)",0.672099038298,"(720.08357075023741, 634.991452991453)",-0.598326530636,True
"(680.79090482887943, 625.37880918893575)",-0.0107569778165,"(720.23232323232321, 614.91919191919192)",0.672099038298,"(720.08357075023741, 634.991452991453)",-0.598326530636,True
"(681.11829501915702, 625.41044061302671)",-0.0120555529985,"(720.30331262939956, 614.87577639751555)",0.647043835428,"(720.16071428571433, 635.0019841269841)",-0.627882548066,True
"(680.88147073052733, 625.3386550556362)",-0.0114632651298,"(720.30331262939956, 614.87577639751555)",0.647043835428,"(720.29891838741389, 634.89773844641093)",-0.58097497394,True
"(680.88147073052733, 625.3386550556362)",-0.0114632651298,"(720.30331262939956, 614.87577639751555)",0.647043835428,"(720.29891838741389, 634.89773844641093)",-0.58097497394,True
"(680.87333333333333, 625.28761904761905)",-0.0107477968462,"(720.38752556237216, 614.89979550102248)",0.657118112839,"(720.39002932551318, 634.82600195503414)",-0.619698844612,True
"(681.25869262865092, 625.35744089012519)",-0.0129420421766,"(720.50467289719631, 614.8400830737279)",0.661829825847,"(720.40273704789831, 634.86021505376334)",-0.613349366896,True
"(681.25869262865092, 625.35744089012519)",-0.0129420421766,"(720.50467289719631, 614.8400830737279)",0.661829825847,"(720.40273704789831, 634.86021505376334)",-0.613349366896,True
"(681.23361423220967, 625.39325842696633)",-0.0136723784652,"(720.59773662551436, 614.87757201646082)",0.622811436454,"(720.38988095238096, 634.83531746031747)",-0.595475985473,True
"(681.35946813388352, 625.42732691425942)",-0.0154455662778,"(720.53232323232317, 614.80303030303025)",0.620371215842,"(720.45552297165193, 634.84261974584547)",-0.579945168389,True
"(681.35946813388352, 625.42732691425942)",-0.0154455662778,"(720.53232323232317, 614.80303030303025)",0.620371215842,"(720.45552297165193, 634.84261974584547)",-0.579945168389,True
"(681.67345092718222, 625.36137494346451)",-0.014316901367,"(720.36136136136133, 614.79179179179175)",0.658784269362,"(720.66182170542629, 634.81879844961236)",-0.650766217284,True
"(681.51994497936721, 625.3434204493351)",-0.0137614556674,"(720.57520325203245, 614.78353658536582)",0.631328833969,"(720.64102564102564, 634.82741617356999)",-0.625099672041,True
"(681.51994497936721, 625.3434204493351)",-0.0137614556674,"(720.57520325203245, 614.78353658536582)",0.631328833969,"(720.64102564102564, 634.82741617356999)",-0.625099672041,True
"(681.16712707182319, 625.37799263351747)",-0.0141664671946,"(720.70082815734986, 614.84057971014488)",0.595432291245,"(720.62908011869433, 634.7962413452027)",-0.622623338236,True
"(681.07620383356709, 625.39177185600749)",-0.0134769734707,"(720.68524251805979, 614.86274509803923)",0.640817711787,"(720.69587109768372, 634.85297079556892)",-0.618342177988,True
"(681.07620383356709, 625.39177185600749)",-0.0134769734707,"(720.68524251805979, 614.86274509803923)",0.640817711787,"(720.69587109768372, 634.85297079556892)",-0.618342177988,True
"(681.12693935119887, 625.42595204513395)",-0.0143051600118,"(720.60202020202019, 614.94646464646462)",0.634997164493,"(720.68353174603169, 634.77480158730157)",-0.624209444816,True
"(681.12238095238092, 625.39761904761906)",-0.0136087284878,"(720.60523665659616, 614.89325276938564)",0.662772171944,"(720.78308457711432, 634.82487562189044)",-0.62975535266,True
"(681.12238095238092, 625.39761904761906)",-0.0136087284878,"(720.60523665659616, 614.89325276938564)",0.662772171944,"(720.78308457711432, 634.82487562189044)",-0.62975535266,True
